date,timestamp,open,high,low,close,volume,return
2025-02-06 12:00:00,1738843200,1.15,1.15,1.1,1.112,191879.89,
2025-02-06 18:00:00,1738864800,1.112,1.2,1.069,1.09,1655633.82,-0.01978417266187049
2025-02-07 00:00:00,1738886400,1.09,1.142,1.084,1.114,854812.56,0.022018348623853212
2025-02-07 06:00:00,1738908000,1.116,1.158,1.048,1.152,451556.54,0.03411131059245953
2025-02-07 12:00:00,1738929600,1.152,1.203,1.112,1.124,624181.69,-0.024305555555555358
2025-02-07 18:00:00,1738951200,1.124,1.143,1.043,1.09,340981.27,-0.030249110320284767
2025-02-08 00:00:00,1738972800,1.089,1.131,1.084,1.098,658495.55,0.007339449541284404
2025-02-08 06:00:00,1738994400,1.096,1.114,1.075,1.085,103142.98,-0.011839708561020124
2025-02-08 12:00:00,1739016000,1.087,1.137,1.077,1.125,131598.8,0.03686635944700467
2025-02-08 18:00:00,1739037600,1.125,1.143,1.109,1.136,125083.83,0.009777777777777663
2025-02-09 00:00:00,1739059200,1.137,1.182,1.131,1.164,296676.17,0.02464788732394374
2025-02-09 06:00:00,1739080800,1.161,1.177,1.148,1.148,299834.06,-0.013745704467354014
2025-02-09 12:00:00,1739102400,1.148,1.154,1.103,1.123,269566.35,-0.021777003484320434
2025-02-09 18:00:00,1739124000,1.121,1.129,1.041,1.116,286928.82,-0.006233303650934885
2025-02-10 00:00:00,1739145600,1.113,1.147,1.074,1.136,126630.67,0.017921146953404854
2025-02-10 06:00:00,1739167200,1.131,1.143,1.112,1.122,58292.66,-0.012323943661971648
2025-02-10 12:00:00,1739188800,1.125,1.158,1.101,1.147,247263.97,0.022281639928698693
2025-02-10 18:00:00,1739210400,1.148,1.148,1.112,1.13,181422.06,-0.01482127288578916
2025-02-11 00:00:00,1739232000,1.13,1.198,1.127,1.189,254052.68,0.05221238938053108
2025-02-11 06:00:00,1739253600,1.185,1.204,1.157,1.177,76253.05,-0.010092514718250678
2025-02-11 12:00:00,1739275200,1.177,1.177,1.111,1.122,210034.48,-0.04672897196261672
2025-02-11 18:00:00,1739296800,1.114,1.121,1.075,1.095,981790.9,-0.02406417112299475
2025-02-12 00:00:00,1739318400,1.094,1.108,1.062,1.077,204482.78,-0.016438356164383605
2025-02-12 06:00:00,1739340000,1.077,1.094,1.061,1.082,44881.45,0.00464252553389044
2025-02-12 12:00:00,1739361600,1.081,1.126,1.018,1.121,189279.49,0.03604436229205166
2025-02-12 18:00:00,1739383200,1.12,1.218,1.1,1.187,174212.94,0.05887600356824274
2025-02-13 00:00:00,1739404800,1.189,1.226,1.174,1.182,389533.66,-0.004212299915754114
2025-02-13 06:00:00,1739426400,1.184,1.185,1.136,1.149,91013.69,-0.027918781725888242
2025-02-13 12:00:00,1739448000,1.152,1.175,1.124,1.145,320967.26,-0.003481288076588318
2025-02-13 18:00:00,1739469600,1.141,1.173,1.131,1.169,197295.98,0.020960698689956425
2025-02-14 00:00:00,1739491200,1.169,1.175,1.134,1.141,255054.12,-0.0239520958083832
2025-02-14 06:00:00,1739512800,1.141,1.181,1.132,1.15,53285.12,0.007887817703768452
