date,timestamp,open,high,low,close,volume,return
2024-11-07 18:00:00,1731002400,0.035,0.0386,0.03369,0.03717,31072814.0,
2024-11-08 00:00:00,1731024000,0.03712,0.0495,0.03493,0.0472,72028903.0,0.26984126984126977
2024-11-08 06:00:00,1731045600,0.0472,0.049,0.03969,0.0483,69377745.0,0.02330508474576276
2024-11-08 12:00:00,1731067200,0.0483,0.059,0.04341,0.0467,136409168.0,-0.03312629399585931
2024-11-08 18:00:00,1731088800,0.04702,0.05619,0.04433,0.05543,105469695.0,0.18693790149892942
2024-11-09 00:00:00,1731110400,0.05571,0.0669,0.05013,0.0628,131303754.0,0.1329604907090023
2024-11-09 06:00:00,1731132000,0.0628,0.06933,0.05677,0.06584,58730297.0,
2024-11-09 12:00:00,1731153600,0.06558,0.07,0.0585,0.0635,59581846.0,-0.0355407047387605
2024-11-09 18:00:00,1731175200,0.06331,0.06648,0.0595,0.06178,41634197.0,-0.0270866141732283
2024-11-10 00:00:00,1731196800,0.0617,0.06419,0.0575,0.05837,39494208.0,-0.0551958562641632
2024-11-10 06:00:00,1731218400,0.05821,0.06149,0.05703,0.06146,16198972.0,0.0529381531608703
2024-11-10 12:00:00,1731240000,0.0615,0.06266,0.05062,0.05478,85165987.0,-0.1086885779368694
2024-11-10 18:00:00,1731261600,0.05464,0.05785,0.04553,0.04945,77189951.0,-0.0972982840452719
2024-11-11 00:00:00,1731283200,0.04979,0.05144,0.04533,0.04617,35747185.0,-0.066329625884732
2024-11-11 06:00:00,1731304800,0.04601,0.04713,0.04314,0.04666,21786570.0,0.0106129521334199
2024-11-11 12:00:00,1731326400,0.04666,0.04818,0.04351,0.04615,29015346.0,-0.0109301328761252
2024-11-11 18:00:00,1731348000,0.04615,0.04672,0.0424,0.04378,29482422.0,-0.0513542795232935
2024-11-12 00:00:00,1731369600,0.04391,0.04395,0.03835,0.04033,58683392.0,-0.0788031064412974
2024-11-12 06:00:00,1731391200,0.04033,0.04214,0.03591,0.03698,39229285.0,-0.0830647160922389
2024-11-12 12:00:00,1731412800,0.03693,0.03814,0.03475,0.03544,56798967.0,-0.0416441319632233
2024-11-12 18:00:00,1731434400,0.03539,0.03899,0.03537,0.03796,30129679.0,0.0711060948081263
2024-11-13 00:00:00,1731456000,0.03807,0.0448,0.03475,0.03743,148393772.0,-0.0139620653319284
2024-11-13 06:00:00,1731477600,0.03751,0.03981,0.03641,0.03809,39149855.0,0.0176329147742453
2024-11-13 12:00:00,1731499200,0.03814,0.03821,0.03511,0.03724,90375601.0,-0.0223155683906536
2024-11-13 18:00:00,1731520800,0.03734,0.03816,0.03362,0.03517,45204418.0,-0.0555853920515575
2024-11-14 00:00:00,1731542400,0.03517,0.065,0.0346,0.05652,272298186.0,0.6070514643161786
